timestamp,station_id,temperature,humidity,pressure,wind_speed,wind_direction,rain_mm,cloud_cover,weather_type_rule
2026-06-28T15:36:44.843140+00:00,GDN_01,17.45,83.7,1000.79,5.26,190,0.89,57,rainy
2026-06-28T15:26:44.843140+00:00,GDN_01,16.34,61.55,1006.42,1.23,243,0.19,97,cloudy
2026-06-28T15:16:44.843140+00:00,GDN_01,13.21,64.29,1016.06,4.61,345,0.0,100,cloudy
2026-06-28T15:06:44.843140+00:00,GDN_01,16.57,81.9,999.78,9.62,35,0.7,92,rainy
2026-06-28T14:56:44.843140+00:00,GDN_01,14.01,79.1,1027.63,4.36,296,1.61,97,heavy-rain
2026-06-28T14:46:44.843140+00:00,GDN_01,16.42,83.41,999.86,13.05,106,0.23,82,unstable
2026-06-28T14:36:44.843140+00:00,GDN_01,16.09,69.39,1019.26,2.8,90,0.0,13,stable
2026-06-28T14:26:44.843140+00:00,GDN_01,18.13,78.03,1011.02,10.06,278,0.06,62,windy
2026-06-28T14:16:44.843140+00:00,GDN_01,17.22,86.72,1014.45,11.87,64,0.09,63,windy
2026-06-28T14:06:44.843140+00:00,GDN_01,17.54,61.09,1021.48,0.09,168,0.0,34,stable
2026-06-28T13:56:44.843140+00:00,GDN_01,16.8,63.08,1018.62,2.46,266,0.0,86,cloudy
2026-06-28T13:46:44.843140+00:00,GDN_01,13.49,81.17,1006.8,6.13,185,1.01,75,rainy
2026-06-28T13:36:44.843140+00:00,GDN_01,17.51,48.58,996.42,6.14,52,0.61,6,rainy
2026-06-28T13:26:44.843140+00:00,GDN_01,20.7,46.09,1029.88,11.99,350,0.3,100,rainy
2026-06-28T13:16:44.843140+00:00,GDN_01,17.42,53.2,1014.64,12.2,112,0.89,22,rainy
2026-06-28T13:06:44.843140+00:00,GDN_01,13.46,82.35,1000.23,13.94,292,0.33,91,rainy
2026-06-28T12:56:44.843140+00:00,GDN_01,20.55,60.63,1026.02,11.11,331,0.0,18,windy
2026-06-28T12:46:44.843140+00:00,GDN_01,20.98,68.63,1006.38,7.55,57,0.26,94,cloudy
2026-06-28T12:36:44.843140+00:00,GDN_01,20.92,69.05,1001.73,13.94,116,0.71,40,rainy
2026-06-28T12:26:44.843140+00:00,GDN_01,19.57,60.29,1025.73,3.32,166,0.0,70,stable
2026-06-28T12:16:44.843140+00:00,GDN_01,15.49,80.58,1022.31,4.98,102,1.08,41,rainy
2026-06-28T12:06:44.843140+00:00,GDN_01,14.37,77.55,1024.64,13.12,183,0.11,41,windy
2026-06-28T11:56:44.843140+00:00,GDN_01,14.44,47.93,1022.09,3.15,131,0.06,39,stable
2026-06-28T11:46:44.843140+00:00,GDN_01,14.3,62.46,1003.24,4.41,194,0.0,69,stable
2026-06-28T11:36:44.843140+00:00,GDN_01,17.93,51.04,1000.4,1.75,190,0.0,1,stable
2026-06-28T11:26:44.843140+00:00,GDN_01,14.3,56.42,1004.62,2.01,161,0.63,71,rainy
2026-06-28T11:16:44.843140+00:00,GDN_01,20.36,64.29,1027.09,7.57,146,1.74,65,heavy-rain
2026-06-28T11:06:44.843140+00:00,GDN_01,20.8,68.13,999.18,5.54,339,0.0,49,warm
2026-06-28T10:56:44.843140+00:00,GDN_01,16.13,58.54,1009.28,11.57,22,0.0,80,windy
2026-06-28T10:46:44.843140+00:00,GDN_01,14.22,58.61,997.66,3.3,28,0.45,2,rainy
2026-06-28T10:36:44.843140+00:00,GDN_01,19.97,69.87,1010.63,7.79,260,0.0,29,warm
2026-06-28T10:26:44.843140+00:00,GDN_01,18.24,67.28,1004.4,8.2,337,0.93,16,rainy
2026-06-28T10:16:44.843140+00:00,GDN_01,18.03,71.27,1021.18,10.78,204,0.2,30,windy
2026-06-28T10:06:44.843140+00:00,GDN_01,16.32,48.37,1029.39,3.93,284,1.37,42,rainy
2026-06-28T09:56:44.843140+00:00,GDN_01,14.57,60.97,1013.93,5.62,121,0.55,23,rainy
2026-06-28T09:46:44.843140+00:00,GDN_01,19.81,77.55,1026.12,3.38,102,0.0,21,warm
2026-06-28T09:36:44.843140+00:00,GDN_01,18.67,87.96,1003.5,5.73,138,2.73,12,heavy-rain
2026-06-28T09:26:44.843140+00:00,GDN_01,13.55,76.33,1021.52,6.16,17,0.82,87,rainy
2026-06-28T09:16:44.843140+00:00,GDN_01,17.33,78.41,1026.53,5.18,284,0.88,68,rainy
2026-06-28T09:06:44.843140+00:00,GDN_01,15.14,62.69,1029.93,2.24,155,0.71,86,rainy
2026-06-28T08:56:44.843140+00:00,GDN_01,14.59,75.88,1015.84,10.75,179,0.0,47,windy
2026-06-28T08:46:44.843140+00:00,GDN_01,20.47,56.85,1000.12,7.47,345,0.38,52,rainy
2026-06-28T08:36:44.843140+00:00,GDN_01,14.81,89.06,1002.06,12.86,242,0.0,65,unstable
2026-06-28T08:26:44.843140+00:00,GDN_01,14.68,73.24,995.12,4.66,18,0.0,78,cloudy
2026-06-28T08:16:44.843140+00:00,GDN_01,15.21,68.0,997.14,1.61,334,1.27,0,rainy
2026-06-28T08:06:44.843140+00:00,GDN_01,16.01,76.7,1018.41,12.36,27,0.0,82,windy
2026-06-28T07:56:44.843140+00:00,GDN_01,18.16,62.86,1003.15,13.82,298,0.0,53,windy
2026-06-28T07:46:44.843140+00:00,GDN_01,20.1,54.59,995.42,7.24,144,2.03,47,heavy-rain
2026-06-28T07:36:44.843140+00:00,GDN_01,15.22,50.64,1028.5,9.63,253,0.0,35,windy
2026-06-28T07:26:44.843140+00:00,GDN_01,15.42,47.4,996.57,11.77,287,0.0,66,windy
2026-06-28T07:16:44.843140+00:00,GDN_01,14.12,84.32,1001.12,3.95,141,1.25,16,rainy
2026-06-28T07:06:44.843140+00:00,GDN_01,15.15,73.64,1015.74,12.12,313,0.92,29,rainy
2026-06-28T06:56:44.843140+00:00,GDN_01,14.76,72.17,995.28,10.02,31,0.27,70,windy
2026-06-28T06:46:44.843140+00:00,GDN_01,15.56,79.05,1023.66,5.46,247,0.32,50,rainy
2026-06-28T06:36:44.843140+00:00,GDN_01,19.96,56.52,1028.08,7.76,2,0.0,88,cloudy
2026-06-28T06:26:44.843140+00:00,GDN_01,15.91,78.35,996.86,1.86,82,0.86,15,rainy
2026-06-28T06:16:44.843140+00:00,GDN_01,18.11,73.79,1023.44,5.94,70,0.0,34,warm
2026-06-28T06:06:44.843140+00:00,GDN_01,18.79,59.53,1024.91,2.62,57,0.13,24,warm
2026-06-28T05:56:44.843140+00:00,GDN_01,16.22,54.42,1026.35,10.21,34,3.13,80,heavy-rain
2026-06-28T05:46:44.843140+00:00,GDN_01,19.98,65.16,1000.35,11.24,299,0.0,86,windy
2026-06-28T05:36:44.843140+00:00,GDN_01,16.25,49.69,1005.21,2.86,297,1.07,58,rainy
2026-06-28T05:26:44.843140+00:00,GDN_01,15.37,87.63,1011.2,3.87,341,0.76,74,rainy
2026-06-28T05:16:44.843140+00:00,GDN_01,14.69,63.52,1008.07,0.81,132,0.6,66,rainy
2026-06-28T05:06:44.843140+00:00,GDN_01,16.14,79.54,1026.85,8.95,348,0.0,10,stable
2026-06-28T04:56:44.843140+00:00,GDN_01,18.02,55.46,1026.95,4.16,237,0.0,64,stable
2026-06-28T04:46:44.843140+00:00,GDN_01,17.85,65.79,1015.54,11.52,15,1.71,84,heavy-rain
2026-06-28T04:36:44.843140+00:00,GDN_01,14.59,71.88,1019.3,1.16,26,2.24,74,heavy-rain
2026-06-28T04:26:44.843140+00:00,GDN_01,19.38,67.15,1021.28,1.97,251,0.0,42,warm
2026-06-28T04:16:44.843140+00:00,GDN_01,18.12,46.61,1021.76,11.83,28,2.07,16,heavy-rain
2026-06-28T04:06:44.843140+00:00,GDN_01,19.46,70.41,1010.84,3.68,293,0.6,28,rainy
2026-06-28T03:56:44.843140+00:00,GDN_01,16.29,90.4,1026.33,8.2,145,0.13,3,stable
2026-06-28T03:46:44.843140+00:00,GDN_01,15.83,82.95,1024.55,12.19,280,0.0,37,windy
2026-06-28T03:36:44.843140+00:00,GDN_01,13.81,73.21,1019.11,9.6,223,0.0,50,windy
2026-06-28T03:26:44.843140+00:00,GDN_01,14.42,58.41,1010.0,13.34,42,0.0,52,windy
2026-06-28T03:16:44.843140+00:00,GDN_01,19.7,78.02,1011.31,3.12,84,1.74,65,heavy-rain
2026-06-28T03:06:44.843140+00:00,GDN_01,14.12,91.47,1017.05,2.24,300,0.99,6,rainy
2026-06-28T02:56:44.843140+00:00,GDN_01,15.92,59.8,1007.37,10.87,312,0.39,16,rainy
2026-06-28T02:46:44.843140+00:00,GDN_01,19.14,51.32,997.08,6.01,14,0.82,28,rainy
2026-06-28T02:36:44.843140+00:00,GDN_01,20.64,51.92,1014.41,9.93,135,2.34,27,heavy-rain
2026-06-28T02:26:44.843140+00:00,GDN_01,15.63,65.09,1015.69,1.81,77,0.61,55,rainy
2026-06-28T02:16:44.843140+00:00,GDN_01,16.09,68.85,996.14,9.3,110,1.03,2,rainy
2026-06-28T02:06:44.843140+00:00,GDN_01,18.94,60.32,1014.98,13.2,134,0.88,88,rainy
2026-06-28T01:56:44.843140+00:00,GDN_01,15.06,52.0,1025.6,1.46,243,0.14,56,stable
2026-06-28T01:46:44.843140+00:00,GDN_01,14.57,73.94,1017.01,11.56,300,0.0,38,windy
2026-06-28T01:36:44.843140+00:00,GDN_01,14.81,74.07,1004.06,0.47,268,0.65,90,rainy
2026-06-28T01:26:44.843140+00:00,GDN_01,19.92,45.72,1000.06,11.3,20,2.5,50,heavy-rain
2026-06-28T01:16:44.843140+00:00,GDN_01,18.81,74.5,997.05,10.77,161,0.0,39,windy
2026-06-28T01:06:44.843140+00:00,GDN_01,17.85,76.48,1024.19,0.57,113,0.38,80,rainy
2026-06-28T00:56:44.843140+00:00,GDN_01,19.67,68.07,1009.38,4.62,219,0.0,73,cloudy
2026-06-28T00:46:44.843140+00:00,GDN_01,13.91,58.16,1013.47,3.0,2,0.0,13,stable
2026-06-28T00:36:44.843140+00:00,GDN_01,14.63,53.49,1029.81,9.58,358,0.0,69,windy
2026-06-28T00:26:44.843140+00:00,GDN_01,17.46,78.61,999.77,11.37,128,1.82,2,heavy-rain
2026-06-28T00:16:44.843140+00:00,GDN_01,14.21,68.68,1007.69,11.1,313,0.59,48,rainy
2026-06-28T00:06:44.843140+00:00,GDN_01,15.27,49.14,1011.74,4.49,215,0.0,6,stable
2026-06-27T23:56:44.843140+00:00,GDN_01,17.84,65.48,1015.18,3.91,150,1.04,38,rainy
2026-06-27T23:46:44.843140+00:00,GDN_01,17.75,75.93,1009.05,4.93,113,0.0,75,cloudy
2026-06-27T23:36:44.843140+00:00,GDN_01,13.2,80.37,1025.33,6.76,296,0.0,20,stable
2026-06-27T23:26:44.843140+00:00,GDN_01,16.33,51.24,1021.93,8.26,79,1.62,32,heavy-rain
2026-06-27T23:16:44.843140+00:00,GDN_01,13.5,75.14,1014.29,6.27,150,0.0,89,cloudy
2026-06-27T23:06:44.843140+00:00,GDN_01,15.37,63.05,1010.08,1.94,75,0.0,26,stable
2026-06-27T22:56:44.843140+00:00,GDN_01,18.94,69.06,1015.6,13.19,255,0.0,86,windy
2026-06-27T22:46:44.843140+00:00,GDN_01,14.18,66.81,1025.01,11.0,74,1.22,9,rainy
2026-06-27T22:36:44.843140+00:00,GDN_01,19.73,50.04,1021.41,2.93,29,0.88,22,rainy
2026-06-27T22:26:44.843140+00:00,GDN_01,16.75,88.74,1028.38,8.69,186,0.0,78,cloudy
2026-06-27T22:16:44.843140+00:00,GDN_01,19.35,69.1,999.18,12.74,52,0.34,97,rainy
2026-06-27T22:06:44.843140+00:00,GDN_01,16.23,66.41,996.23,12.21,185,0.58,78,rainy
2026-06-27T21:56:44.843140+00:00,GDN_01,17.01,76.6,1017.88,8.83,65,0.0,34,stable
2026-06-27T21:46:44.843140+00:00,GDN_01,19.79,60.74,1026.4,6.32,187,1.57,64,heavy-rain
2026-06-27T21:36:44.843140+00:00,GDN_01,16.33,79.46,1004.42,8.77,252,0.02,93,cloudy
2026-06-27T21:26:44.843140+00:00,GDN_01,14.21,80.7,1028.26,9.3,191,0.0,47,windy
2026-06-27T21:16:44.843140+00:00,GDN_01,14.73,49.47,1019.49,12.7,239,0.0,7,windy
2026-06-27T21:06:44.843140+00:00,GDN_01,14.63,66.43,1014.75,9.03,217,0.0,28,windy
2026-06-27T20:56:44.843140+00:00,GDN_01,20.81,93.63,1021.97,3.54,217,0.0,40,warm
2026-06-27T20:46:44.843140+00:00,GDN_01,14.05,63.84,1000.15,9.85,358,2.91,22,heavy-rain
2026-06-27T20:36:44.843140+00:00,GDN_01,20.2,85.62,1029.89,6.24,222,0.06,45,warm
2026-06-27T20:26:44.843140+00:00,GDN_01,14.13,73.71,1010.72,12.05,76,0.07,17,windy
2026-06-27T20:16:44.843140+00:00,GDN_01,13.54,72.99,1009.31,11.82,204,0.0,88,windy
2026-06-27T20:06:44.843140+00:00,GDN_01,19.18,93.57,1019.51,4.89,279,0.38,43,rainy
2026-06-27T19:56:44.843140+00:00,GDN_01,18.53,45.57,1019.42,8.54,27,1.45,18,rainy
2026-06-27T19:46:44.843140+00:00,GDN_01,20.77,72.71,1024.85,7.13,330,0.46,15,rainy
2026-06-27T19:36:44.843140+00:00,GDN_01,20.87,62.57,1000.01,0.82,4,0.0,73,cloudy
2026-06-27T19:26:44.843140+00:00,GDN_01,15.85,94.91,995.41,5.18,252,0.46,43,rainy
2026-06-27T19:16:44.843140+00:00,GDN_01,15.07,90.31,1006.21,2.31,193,0.86,49,rainy
2026-06-27T19:06:44.843140+00:00,GDN_01,17.42,49.87,1027.18,4.21,60,0.43,92,rainy
2026-06-27T18:56:44.843140+00:00,GDN_01,13.6,59.2,1017.64,7.15,326,0.74,96,rainy
2026-06-27T18:46:44.843140+00:00,GDN_01,20.15,79.08,1000.58,10.51,62,0.15,44,windy
2026-06-27T18:36:44.843140+00:00,GDN_01,15.0,73.26,996.97,9.88,186,0.0,52,windy
2026-06-27T18:26:44.843140+00:00,GDN_01,14.52,73.73,1015.63,6.45,310,0.31,93,rainy
2026-06-27T18:16:44.843140+00:00,GDN_01,19.99,85.9,1021.56,7.35,142,0.0,81,cloudy
2026-06-27T18:06:44.843140+00:00,GDN_01,17.3,45.01,1003.03,5.85,251,0.0,47,stable
2026-06-27T17:56:44.843140+00:00,GDN_01,15.76,80.9,1024.8,9.35,80,0.12,53,windy
2026-06-27T17:46:44.843140+00:00,GDN_01,16.44,90.8,1000.44,2.21,44,0.88,72,rainy
2026-06-27T17:36:44.843140+00:00,GDN_01,18.03,50.11,1003.33,0.5,357,0.07,30,warm
2026-06-27T17:26:44.843140+00:00,GDN_01,19.49,81.41,1023.25,11.78,186,0.0,84,windy
2026-06-27T17:16:44.843140+00:00,GDN_01,17.65,92.14,1026.14,0.5,84,0.0,83,cloudy
2026-06-27T17:06:44.843140+00:00,GDN_01,18.19,86.15,1006.7,11.4,125,2.06,9,heavy-rain
2026-06-27T16:56:44.843140+00:00,GDN_01,20.58,83.1,1020.92,3.87,359,1.07,55,rainy
2026-06-27T16:46:44.843140+00:00,GDN_01,16.32,80.36,1004.52,10.02,164,0.0,6,unstable
2026-06-27T16:36:44.843140+00:00,GDN_01,14.48,67.21,1004.79,9.14,16,0.23,97,windy
2026-06-27T16:26:44.843140+00:00,GDN_01,17.74,78.79,995.45,3.56,227,1.29,29,rainy
2026-06-27T16:16:44.843140+00:00,GDN_01,15.22,78.4,1014.27,4.77,122,2.04,48,heavy-rain
2026-06-27T16:06:44.843140+00:00,GDN_01,14.66,55.67,1005.29,6.35,319,0.0,46,stable
2026-06-27T15:56:44.843140+00:00,GDN_01,17.95,88.32,1021.19,9.04,94,0.0,92,windy
2026-06-27T15:46:44.843140+00:00,GDN_01,17.38,69.3,1019.59,9.1,282,0.0,18,windy
2026-06-27T15:36:44.843140+00:00,GDN_01,19.36,85.35,1015.05,9.93,109,0.43,3,rainy
2026-06-27T15:26:44.843140+00:00,GDN_01,16.74,80.67,1006.62,4.96,203,0.12,55,stable
